2018-12-01 01:08:36	22
2018-12-01 01:18:36	22
2018-12-01 01:28:36	21
2018-12-01 01:38:36	21
2018-12-01 01:48:36	23
2018-12-01 01:58:36	23
2018-12-01 02:08:36	23
2018-12-01 02:18:36	22
2018-12-01 02:28:36	21
2018-12-01 02:38:36	20
2018-12-01 02:48:36	19
2018-12-01 02:58:36	19
2018-12-01 03:08:36	18
2018-12-01 03:18:36	18
2018-12-01 03:28:36	17
2018-12-01 03:38:36	17
2018-12-01 03:48:36	16
2018-12-01 03:58:36	16
2018-12-01 04:08:37	15
2018-12-01 04:18:37	15
2018-12-01 04:28:37	15
2018-12-01 04:38:37	15
2018-12-01 04:48:37	17
2018-12-01 04:58:37	18
2018-12-01 05:08:38	18
2018-12-01 05:18:38	18
2018-12-01 05:28:38	18
2018-12-01 05:38:38	18
2018-12-01 05:48:38	16
2018-12-01 05:58:38	16
2018-12-01 06:08:38	15
2018-12-01 06:18:38	14
2018-12-01 06:28:38	14
2018-12-01 06:38:38	14
2018-12-01 06:48:38	13
2018-12-01 06:58:38	13
2018-12-01 07:08:38	15
2018-12-01 07:18:38	17
2018-12-01 07:28:38	17
2018-12-01 07:38:38	16
2018-12-01 07:48:38	15
2018-12-01 07:58:38	14
2018-12-01 08:08:38	14
2018-12-01 08:18:38	14
2018-12-01 08:28:38	13
2018-12-01 08:38:38	13
2018-12-01 08:48:38	13
2018-12-01 08:58:38	13
2018-12-01 09:08:38	12
2018-12-01 09:18:38	12
2018-12-01 09:28:38	12
2018-12-01 09:38:38	12
2018-12-01 09:48:38	12
2018-12-01 09:58:38	12
2018-12-01 10:08:38	11
2018-12-01 10:18:38	11
2018-12-01 10:28:38	11
2018-12-01 10:38:38	12
2018-12-01 10:48:38	11
2018-12-01 10:58:38	11
2018-12-01 11:08:38	12
2018-12-01 11:18:38	11
2018-12-01 11:28:38	11
2018-12-01 11:38:38	14
2018-12-01 11:48:38	16
2018-12-01 11:58:38	15
2018-12-01 12:08:38	15
2018-12-01 12:18:38	14
2018-12-01 12:28:38	13
2018-12-01 12:38:38	13
2018-12-01 12:48:38	13
2018-12-01 12:58:38	13
2018-12-01 13:08:38	13
2018-12-01 13:18:38	12
2018-12-01 13:28:38	12
2018-12-01 13:38:38	14
2018-12-01 13:48:38	16
2018-12-01 13:58:38	16
2018-12-01 14:08:38	15
2018-12-01 14:18:38	14
2018-12-01 14:28:38	14
2018-12-01 14:38:38	13
2018-12-01 14:48:38	13
2018-12-01 14:58:38	13
2018-12-01 15:08:39	13
2018-12-01 15:18:39	14
2018-12-01 15:28:39	16
2018-12-01 15:38:39	17
2018-12-01 15:48:39	17
2018-12-01 15:58:39	17
2018-12-01 16:08:38	17
2018-12-01 16:18:38	17
2018-12-01 16:28:38	16
2018-12-01 16:38:38	15
2018-12-01 16:48:38	14
2018-12-01 16:58:38	14
2018-12-01 17:08:38	14
2018-12-01 17:18:38	13
2018-12-01 17:28:38	13
2018-12-01 17:38:38	15
2018-12-01 17:48:38	17
2018-12-01 17:58:38	18
2018-12-01 18:08:38	17
2018-12-01 18:18:38	16
2018-12-01 18:28:38	15
2018-12-01 18:38:38	15
2018-12-01 18:48:38	15
2018-12-01 18:58:38	14
2018-12-01 19:08:39	14
2018-12-01 19:18:39	14
2018-12-01 19:28:39	14
2018-12-01 19:38:39	15
2018-12-01 19:48:39	15
2018-12-01 19:58:39	15
2018-12-01 20:08:40	16
2018-12-01 20:18:40	16
2018-12-01 20:28:40	16
2018-12-01 20:38:40	16
2018-12-01 20:48:40	19
2018-12-01 20:58:40	20
2018-12-01 21:08:40	19
2018-12-01 21:18:40	19
2018-12-01 21:28:40	18
2018-12-01 21:38:40	18
2018-12-01 21:48:40	18
2018-12-01 21:58:40	18
2018-12-01 22:08:40	18
2018-12-01 22:18:40	18
2018-12-01 22:28:40	18
2018-12-01 22:38:40	18
2018-12-01 22:48:40	19
2018-12-01 22:58:40	19
2018-12-01 23:08:40	19
2018-12-01 23:18:40	19
2018-12-01 23:28:40	19
2018-12-01 23:38:40	19
2018-12-01 23:48:40	19
2018-12-01 23:58:40	20
2018-12-02 00:08:39	19
2018-12-02 00:18:39	19
2018-12-02 00:28:39	19
2018-12-02 00:38:39	19
2018-12-02 00:48:39	18
2018-12-02 00:58:39	20
2018-12-02 01:08:40	21
