2018-09-01 01:09:45	31
2018-09-01 01:19:45	33
2018-09-01 01:29:45	35
2018-09-01 01:39:45	36
2018-09-01 01:49:45	36
2018-09-01 01:59:45	36
2018-09-01 02:09:45	36
2018-09-01 02:19:45	36
2018-09-01 02:29:45	36
2018-09-01 02:39:45	36
2018-09-01 02:49:45	37
2018-09-01 02:59:45	37
2018-09-01 03:09:46	36
2018-09-01 03:19:46	34
2018-09-01 03:29:47	33
2018-09-01 03:39:47	31
2018-09-01 03:49:47	30
2018-09-01 03:59:47	30
2018-09-01 04:09:47	30
2018-09-01 04:19:47	29
2018-09-01 04:29:47	30
2018-09-01 04:39:47	30
2018-09-01 04:49:47	30
2018-09-01 04:59:47	30
2018-09-01 05:09:47	30
2018-09-01 05:19:47	31
2018-09-01 05:29:47	31
2018-09-01 05:39:47	31
2018-09-01 05:49:47	31
2018-09-01 05:59:47	30
2018-09-01 06:09:47	29
2018-09-01 06:19:47	30
2018-09-01 06:29:47	30
2018-09-01 06:39:47	30
2018-09-01 06:49:47	30
2018-09-01 06:59:47	30
2018-09-01 07:09:46	32
2018-09-01 07:19:46	33
2018-09-01 07:29:46	34
2018-09-01 07:39:46	35
2018-09-01 07:49:46	36
2018-09-01 07:59:46	34
2018-09-01 08:09:47	32
2018-09-01 08:19:47	31
2018-09-01 08:29:47	31
2018-09-01 08:39:47	31
2018-09-01 08:49:47	31
2018-09-01 08:59:47	30
2018-09-01 09:09:47	30
2018-09-01 09:19:47	30
2018-09-01 09:29:47	30
2018-09-01 09:39:47	30
2018-09-01 09:49:47	30
2018-09-01 09:59:47	30
2018-09-01 10:09:47	30
2018-09-01 10:19:47	30
2018-09-01 10:29:47	30
2018-09-01 10:39:47	30
2018-09-01 10:49:47	30
2018-09-01 10:59:47	30
2018-09-01 11:09:46	30
2018-09-01 11:19:46	30
2018-09-01 11:29:46	30
2018-09-01 11:39:46	30
2018-09-01 11:49:46	30
2018-09-01 11:59:46	30
2018-09-01 12:09:47	30
2018-09-01 12:19:47	30
2018-09-01 12:29:47	30
2018-09-01 12:39:47	30
2018-09-01 12:49:47	30
2018-09-01 12:59:47	30
2018-09-01 13:09:46	30
2018-09-01 13:19:46	30
2018-09-01 13:29:46	30
2018-09-01 13:39:46	30
2018-09-01 13:49:46	30
2018-09-01 13:59:46	30
2018-09-01 14:09:47	30
2018-09-01 14:19:47	30
2018-09-01 14:29:47	30
2018-09-01 14:39:47	30
2018-09-01 14:49:47	30
2018-09-01 14:59:47	30
2018-09-01 15:09:47	30
2018-09-01 15:19:47	30
2018-09-01 15:29:47	30
2018-09-01 15:39:47	30
2018-09-01 15:49:47	30
2018-09-01 15:59:47	30
2018-09-01 16:09:47	30
2018-09-01 16:19:47	30
2018-09-01 16:29:47	30
2018-09-01 16:39:47	30
2018-09-01 16:49:47	30
2018-09-01 16:59:47	30
2018-09-01 17:09:47	30
2018-09-01 17:19:47	30
2018-09-01 17:29:47	30
2018-09-01 17:39:47	30
2018-09-01 17:49:47	30
2018-09-01 17:59:47	30
2018-09-01 18:09:47	30
2018-09-01 18:19:47	30
2018-09-01 18:29:47	30
2018-09-01 18:39:47	30
2018-09-01 18:49:47	30
2018-09-01 18:59:47	30
2018-09-01 19:09:47	30
2018-09-01 19:19:47	30
2018-09-01 19:29:47	30
2018-09-01 19:39:47	30
2018-09-01 19:49:47	30
2018-09-01 19:59:47	30
2018-09-01 20:09:47	30
2018-09-01 20:19:47	30
2018-09-01 20:29:47	30
2018-09-01 20:39:47	30
2018-09-01 20:49:47	30
2018-09-01 20:59:47	30
2018-09-01 21:09:47	30
2018-09-01 21:19:47	30
2018-09-01 21:29:47	30
2018-09-01 21:39:47	30
2018-09-01 21:49:47	30
2018-09-01 21:59:47	30
2018-09-01 22:09:47	30
2018-09-01 22:19:47	30
2018-09-01 22:29:47	30
2018-09-01 22:39:47	30
2018-09-01 22:49:47	30
2018-09-01 22:59:47	30
2018-09-01 23:09:48	30
2018-09-01 23:19:48	30
2018-09-01 23:29:48	30
2018-09-01 23:39:48	30
2018-09-01 23:49:48	30
